Title,Overall_income,Budget,Rating,Genre,Languages,Countries,Countries_GDP
Welcome to Marwen,13086137,45000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Die Kleine Hexe,12923668,0,,Adventure,['German'],"['Germany', 'Switzerland']",5335522000000.0
Animal Crackers,12877422,0,PG,Adventure,['English'],"['Australia', 'China', 'South Korea', 'United States']",48047487000000.0
Every Day,12826031,4900000,PG-13,Drama,['English'],['United States'],26949643000000.0
Ben is Back,12616995,13000000,R,Drama,['English'],['United States'],26949643000000.0
Jim Knopf und Lukas der Lokomotivführer,12577248,0,,Adventure,"['English', 'German']",['Germany'],4429838000000.0
Red Joan,12552365,0,R,Drama,['English'],['United Kingdom'],3332059000000.0
Can You Ever Forgive Me?,12517379,10000000,R,Drama,['English'],['United States'],26949643000000.0
PMC: deo beong-keo,12478635,10300000,,Action,"['English', 'Korean']",['South Korea'],1709232000000.0
Kamen Raidâ Heisei Jenerêshonzu Foebâ,12465928,0,,Action,['Japanese'],['Japan'],4230862000000.0
Cinderella and The Secret Prince,12451311,0,PG,Adventure,"['English', 'Mandarin']","['China', 'United States']",44650542000000.0
Crystal Sky Of Yesterday,12104346,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Mary Magdalene,11995000,0,R,Drama,['English'],"['Australia', 'United Kingdom', 'United States']",31969415000000.0
Jiang hu er nv,11979457,0,,Drama,['Mandarin'],"['China', 'France']",20749915000000.0
Changgwol,11937675,0,,Horror,['Korean'],['South Korea'],1709232000000.0
Sungnan Hwangso,11872000,0,,Action,['Korean'],['South Korea'],1709232000000.0
Boy Erased,11862650,11000000,R,Drama,['English'],['United States'],26949643000000.0
"Ni Hao, Zhi Hua",11828404,0,,,['Mandarin'],['China'],17700899000000.0
A Casa Tutti Bene,11746742,0,,Comedy,['Italian'],['Italy'],2186082000000.0
Çakallarla Dans 5,11687785,0,,Comedy,['Turkish'],['Turkey'],1154600000000.0
Wu Lin Guai Shou,11573104,0,G,Action,"['Cantonese', 'Mandarin']","['China', 'Hong Kong']",18086445000000.0
Yolki Posledniye,11499494,0,,Comedy,['Russian'],['Russia'],1862470000000.0
The Adventure of Afanti,11440000,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Luis Und Die Aliens,11415641,0,PG,Adventure,['German'],"['Denmark', 'Germany', 'Luxembourg']",4939733000000.0
Thaanaa Serndha Koottam,11383175,0,,Action,"['Tamil', 'Telugu']",['India'],3732224000000.0
Doeorak,11366235,0,,Thriller/Suspense,['Korean'],['South Korea'],1709232000000.0
50 Kaime no Fasuto Kisu,11352181,0,,Romantic Comedy,['Japanese'],['Japan'],4230862000000.0
Qian Ting Zong Dong Yuan: Hai Di Liang Wan Li,11264408,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
Agnyaathavaasi,11158499,0,,Action,['Telugu'],['India'],3732224000000.0
Gringo,11158340,0,R,Black Comedy,['English'],['United States'],26949643000000.0
La Boda de Valentina,11045709,0,R,Romantic Comedy,['Spanish'],['Mexico'],1811468000000.0
Ya Khudeyu,10999308,0,,Comedy,['Russian'],['Russia'],1862470000000.0
Rapurasu no majo,10973351,0,,Thriller/Suspense,['Japanese'],['Japan'],4230862000000.0
Gnome Alone,10924451,0,PG,Adventure,['English'],"['Canada', 'United States']",29067448000000.0
Seuwingkizeu,10903259,0,,Drama,['Korean'],['South Korea'],1709232000000.0
At Eternity’s Gate,10894584,0,PG-13,Drama,"['English', 'French']","['France', 'United Kingdom', 'United States']",33330718000000.0
Golden Slumber,10723414,0,,Thriller/Suspense,['Korean'],['South Korea'],1709232000000.0
Xie Mi Xing Zhe,10657326,0,G,Thriller/Suspense,['Mandarin'],"['China', 'Hong Kong']",18086445000000.0
Benedetta Follia,10599900,0,,Comedy,['Italian'],['Italy'],2186082000000.0
Yo-kai Watch Movie 5: Forever Friends,10441722,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Kin,10383524,30000000,PG-13,Action,['English'],['United States'],26949643000000.0
Long Xia Xing Jing,10381054,0,,Action,['Mandarin'],['China'],17700899000000.0
25 km/h,10323404,0,,Comedy,['German'],['Germany'],4429838000000.0
Gui Mi 2,10281835,0,,Comedy,['Mandarin'],"['China', 'Hong Kong']",18086445000000.0
The Miracle Season,10279655,0,PG,Drama,['English'],['United States'],26949643000000.0
Mao Yu Tao Hua Yuan,10231916,0,PG,Adventure,['Mandarin'],['China'],17700899000000.0
Klassentreffen,10166333,0,,Comedy,['German'],['Germany'],4429838000000.0
Kohi ga Samenai Uchi Ni,10164971,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Ying Xiong Ben Se 2018,10079961,0,G,Action,['Mandarin'],['China'],17700899000000.0
"Kon'ya, romansu gekijô de",10068346,0,,Drama,['Japanese'],['Japan'],4230862000000.0
Maya the Bee: The Honey Games,10055367,0,,Adventure,['English'],"['Australia', 'Germany']",6117551000000.0
Pope Francis—A Man of His Word,10040148,0,PG,Documentary,['English'],['United States'],26949643000000.0
Liteul Poleseuteu,10018158,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Star Wars Ep. VIII: The Last Jedi,1331635141,262000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Beauty and the Beast,1268697483,160000000,PG,Musical,['English'],['United States'],26949643000000.0
The Fate of the Furious,1235534014,250000000,PG-13,Action,['English'],['United States'],26949643000000.0
Despicable Me 3,1032809657,75000000,PG,Adventure,['English'],['United States'],26949643000000.0
Jumanji: Welcome to the Jungle,961632807,90000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Spider-Man: Homecoming,878271291,175000000,PG-13,Action,['English'],['United States'],26949643000000.0
Guardians of the Galaxy Vol 2,869087963,200000000,PG-13,Action,['English'],['United States'],26949643000000.0
Thor: Ragnarok,850482778,180000000,PG-13,Action,['English'],['United States'],26949643000000.0
Zhan Lang 2,835474171,0,,Action,"['English', 'Mandarin']",['China'],17700899000000.0
Wonder Woman,817691766,150000000,PG-13,Action,['English'],['United States'],26949643000000.0
Coco,796514370,175000000,PG,Musical,['English'],['United States'],26949643000000.0
Pirates of the Caribbean: Dead Men Tell No Tales,794861794,230000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
It,701012746,35000000,R,Horror,['English'],['United States'],26949643000000.0
Justice League,655945209,300000000,PG-13,Action,['English'],['United States'],26949643000000.0
Logan,614202315,127000000,R,Action,['English'],['United States'],26949643000000.0
Transformers: The Last Knight,602893340,217000000,PG-13,Action,['English'],['United States'],26949643000000.0
Kong: Skull Island,561072059,185000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
The Boss Baby,527909949,125000000,PG,Adventure,['English'],['United States'],26949643000000.0
Dunkirk,512390011,150000000,PG-13,Action,['English'],"['France', 'Netherlands', 'United Kingdom', 'United States']",34423466000000.0
War for the Planet of the Apes,489592267,152000000,PG-13,Action,['English'],['United States'],26949643000000.0
The Greatest Showman,429968454,84000000,PG,Musical,['English'],['United States'],26949643000000.0
The Mummy,409953905,195000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Kingsman: The Golden Circle,408803696,104000000,R,Action,['English'],"['United Kingdom', 'United States']",30281702000000.0
Cars 3,383541369,175000000,G,Adventure,['English'],['United States'],26949643000000.0
Fifty Shades Darker,381367046,55000000,R,Drama,['English'],['United States'],26949643000000.0
Murder on the Orient Express,351767147,55000000,PG-13,Drama,['English'],['United States'],26949643000000.0
xXx: Return of Xander Cage,345033359,85000000,PG-13,Action,['English'],['United States'],26949643000000.0
Never Say Die,334536622,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Wonder,310824596,20000000,PG,Drama,['English'],['United States'],26949643000000.0
The Lego Batman Movie,310563096,80000000,PG,Adventure,['English'],['United States'],26949643000000.0
Qian Ren 3: Yan Zhi Da Zuo Zhan,307547824,0,,Comedy,['Mandarin'],['China'],17700899000000.0
Ferdinand,307491645,111000000,PG,Adventure,['English'],['United States'],26949643000000.0
Annabelle: Creation,305384865,15000000,R,Horror,['English'],['United States'],26949643000000.0
Split,278754594,9000000,PG-13,Horror,['English'],['United States'],26949643000000.0
Baahubali 2: The Conclusion,263502914,30000000,,Action,"['Hindi', 'Malayalam', 'Tamil', 'Telugu']",['India'],3732224000000.0
Blade Runner 2049,257767797,185000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Gong fu yu jia,256004127,0,,Action,"['English', 'Hindi', 'Mandarin']","['China', 'India']",21433123000000.0
Get Out,252297405,5000000,R,Horror,['English'],['United States'],26949643000000.0
Xi You Fu Yao Pian,248805149,0,PG-13,Action,['Mandarin'],['China'],17700899000000.0
Alien: Covenant,238521247,97000000,R,Horror,['English'],['United States'],26949643000000.0
Fang Hua,227089269,0,,Drama,['Mandarin'],['China'],17700899000000.0
Baby Driver,226977991,34000000,R,Thriller/Suspense,['English'],"['United Kingdom', 'United States']",30281702000000.0
Geostorm,220796009,100000000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
The Emoji Movie,216564839,50000000,PG,Adventure,['English'],['United States'],26949643000000.0
Valerian and the City of a Thousand Planets,215098356,180000000,PG-13,Adventure,['English'],['France'],3049016000000.0
A Dog’s Purpose,203055427,25000000,PG,Drama,['English'],['United States'],26949643000000.0
Smurfs: The Lost Village,197578586,60000000,PG,Adventure,['English'],['United States'],26949643000000.0
The Shape of Water,195790794,19500000,R,Drama,['English'],['United States'],26949643000000.0
Paddington 2,192744317,0,PG,Adventure,['English'],"['France', 'United Kingdom']",6381075000000.0
Pitch Perfect 3,185736412,45000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
The Hitman’s Bodyguard,183415183,30000000,R,Action,['English'],['United States'],26949643000000.0
The Post,179769457,50000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Baywatch,175863783,60000000,R,Comedy,['English'],['United States'],26949643000000.0
Daddy’s Home 2,175807183,70000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
John Wick: Chapter Two,171539887,40000000,R,Action,['English'],['United States'],26949643000000.0
Ghost in the Shell,167910690,110000000,PG-13,Action,['English'],['United States'],26949643000000.0
"Three Billboards Outside Ebbing, Missouri",161158351,12000000,R,Black Comedy,['English'],['United States'],26949643000000.0
Cheng feng po lang,153018738,0,,Drama,['Mandarin'],['China'],17700899000000.0
Darkest Hour,150807630,30000000,PG-13,Drama,['English'],['United Kingdom'],3332059000000.0
The Foreigner,145374099,35000000,R,Action,['English'],"['China', 'United Kingdom']",21032958000000.0
Power Rangers,142531552,120000000,PG-13,Action,['English'],['United States'],26949643000000.0
Girls Trip,140886353,28000000,R,Comedy,['English'],['United States'],26949643000000.0
King Arthur: Legend of the Sword,139630336,175000000,PG-13,Adventure,['English'],"['Australia', 'United States']",28637356000000.0
American Made,135569212,50000000,R,Action,['English'],['United States'],26949643000000.0
Secret Superstar,128719011,0,,Musical,['Hindi'],['India'],3732224000000.0
A Bad Moms Christmas,127710550,28000000,R,Comedy,['English'],['United States'],26949643000000.0
Captain Underpants: The First Epic Movie,126422949,38000000,PG,Adventure,['English'],['United States'],26949643000000.0
Happy Death Day,125010260,5000000,PG-13,Horror,['English'],['United States'],26949643000000.0
The Lego Ninjago Movie,122737201,70000000,PG,Adventure,['English'],"['Denmark', 'United States']",27370443000000.0
The Dark Tower,113461527,66000000,PG-13,Western,['English'],['United States'],26949643000000.0
Buddies in India,110203801,0,,Action,['Mandarin'],['China'],17700899000000.0
Along With The Gods: The Two Worlds,107476731,0,,Action,['Korean'],['South Korea'],1709232000000.0
Jigsaw,104223315,10000000,R,Horror,['English'],['United States'],26949643000000.0
Wukong,103651195,0,G,Action,['Mandarin'],['China'],17700899000000.0
Life,101815660,58000000,R,Thriller/Suspense,['English'],"['United Kingdom', 'United States']",30281702000000.0
Atomic Blonde,98345423,30000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Yao Mao Zhuan,97033612,0,,Drama,"['Japanese', 'Mandarin']","['China', 'Hong Kong', 'Japan']",22317307000000.0
The Shack,96860808,20000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Chasing the Dragon,87969037,0,,Action,"['Cantonese', 'Teochew']","['China', 'Hong Kong']",18086445000000.0
Taeksi Woonjunsa,87069724,0,ama,['Korean'],['South Korea'],1709232000000.0
Rings,82917283,25000000,PG-13,Horror,['English'],['United States'],26949643000000.0
Once Upon a Time,82891949,0,,Drama,['Mandarin'],['China'],17700899000000.0
Going in Style,80812424,24000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Lady Bird,80120944,10000000,R,Drama,['English'],['United States'],26949643000000.0
Sha Po Lang: Tan Lang,79226860,14500000,G,Action,['Cantonese'],"['China', 'Hong Kong']",18086445000000.0
Boonie Bears: Entangled Worlds,77072065,0,G,Adventure,['English'],['China'],17700899000000.0
Tiger Zinda Hai,76520376,0,,Action,['Hindi'],['India'],3732224000000.0
Feng Ren Ji Yue Dui,68722321,0,,Musical,['Mandarin'],['China'],17700899000000.0
American Assassin,68310140,63000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Victoria and Abdul,68271146,21000000,PG-13,Drama,['English'],"['United Kingdom', 'United States']",30281702000000.0
Fack ju Göhte 3,65994485,0,,Comedy,['German'],['Germany'],4429838000000.0
Meitantei Konan: Kara Kurenai no Rabu Retta,64724172,0,,Action,['Japanese'],['Japan'],4230862000000.0
The Star,62634998,20000000,PG,Adventure,['English'],['United States'],26949643000000.0
47 Meters Down,62633705,5300000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
The Mountain Between Us,62617547,0,PG-13,Adventure,['English'],['United States'],26949643000000.0
How to Be a Latin Lover,62556228,10000000,PG-13,Comedy,"['English', 'Spanish']",['United States'],26949643000000.0
Dvizhenie Vverkh,61925449,7800000,,Drama,['Russian'],['Russia'],1862470000000.0
"Everything, Everything",61603136,10000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Eiga Doraemon: Nobita no nankyoku kachikochi daibouken,61403776,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
My Little Pony: The Movie,61294644,6500000,PG,Adventure,['English'],"['Canada', 'United States']",29067448000000.0
The Founding of an Army,60600360,0,G,Action,['Mandarin'],"['China', 'Hong Kong']",18086445000000.0
Snatched,60129558,42000000,R,Comedy,['English'],['United States'],26949643000000.0
The Devotion of Suspect X,59263153,0,,Thriller/Suspense,['Mandarin'],['China'],17700899000000.0
Chāi dàn zhuānjiā,58807172,23000000,,Action,['Cantonese'],['Hong Kong'],385546000000.0
Yao Ling Ling,57628372,0,,Comedy,['Mandarin'],['China'],17700899000000.0
The Nut Job 2: Nutty by Nature,57424952,40000000,PG,Adventure,['English'],"['Canada', 'South Korea', 'United States']",30776680000000.0
All the Money in the World,56890649,50000000,R,Thriller/Suspense,['English'],"['United Kingdom', 'United States']",30281702000000.0
The Big Sick,56868677,5000000,R,Romantic Comedy,"['English', 'Urdu']",['United States'],26949643000000.0
Confidential Assignment,56450663,0,,Action,['Korean'],['South Korea'],1709232000000.0
Downsizing,54462971,68000000,R,Comedy,['English'],['United States'],26949643000000.0
"I, Tonya",53797409,11000000,R,Black Comedy,['English'],['United States'],26949643000000.0
Molly’s Game,53296424,30000000,R,Drama,['English'],['United States'],26949643000000.0
Bareilly Ki Barfi,52117236,0,,Musical,['Hindi'],['India'],3732224000000.0
The Outlaws,52097753,0,,Action,['Korean'],['South Korea'],1709232000000.0
1987: When the Day Comes,51775357,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Logan Lucky,49046121,29000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Kōng tiān liè,48069252,0,G,Action,['Mandarin'],['China'],17700899000000.0
Tyler Perry’s Boo 2! A Madea Halloween,47879572,20000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Ji Qi Zhi Xue,47872755,0,R,Action,"['English', 'Mandarin']","['China', 'Hong Kong']",18086445000000.0
Phantom Thread,47740743,35000000,R,Drama,['English'],['United States'],26949643000000.0
Rough Night,46844357,20000000,R,Black Comedy,['English'],['United States'],26949643000000.0
Qi Man Dun Jia,46263233,0,,Action,['Cantonese'],"['China', 'Hong Kong']",18086445000000.0
Er Dai Yao Jing,46154324,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Gunhamdo,45872441,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Gintama,45776563,0,,Action,['Japanese'],['Japan'],4230862000000.0
Xin Li Zui,45698504,0,G,Action,['Mandarin'],['China'],17700899000000.0
The Circle,45497689,18000000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
Flatliners,45173738,20000000,PG-13,Horror,['English'],['United States'],26949643000000.0
Wind River,44984979,11000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
mother!,44516999,30000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Loving Vincent,44071728,5500000,PG-13,Drama,['English'],['United Kingdom'],3332059000000.0
Namiya Zakkaten no Kiseki,44009570,0,,Drama,['Japanese'],['Japan'],4230862000000.0
Jìyì dàshī,43888531,20000000,,Thriller/Suspense,['Mandarin'],['China'],17700899000000.0
The Snowman,43164679,35000000,R,Thriller/Suspense,['English'],['United Kingdom'],3332059000000.0
Hindi Medium,42732776,0,,Drama,['Hindi'],['India'],3732224000000.0
Bad Genius,42197645,0,,Thriller/Suspense,['Thai'],['Thailand'],512193000000.0
T2: Trainspotting,42130116,18000000,R,Drama,['English'],['United Kingdom'],3332059000000.0
Meari to majo no hana,42047346,0,PG,Adventure,['Japanese'],['Japan'],4230862000000.0
Papita 2da Base,41950000,0,,Romantic Comedy,['Spanish'],['Venezuela'],92210000000.0
Call Me by Your Name,41649462,3500000,R,Drama,"['English', 'French', 'German', 'Italian']","['Brazil', 'France', 'Italy', 'United States']",34311550000000.0
Fist Fight,40286416,25000000,R,Comedy,['English'],['United States'],26949643000000.0
The King,40045465,0,,Drama,['Korean'],['South Korea'],1709232000000.0
xiu chun dao II: xiu luo zhan chang,39965792,0,,Action,['Mandarin'],['China'],17700899000000.0
Cheongnyeon Gyeongchal,39737402,0,,Action,['Korean'],['South Korea'],1709232000000.0
Home Again,37336874,15000000,PG-13,Romantic Comedy,['English'],['United States'],26949643000000.0
Hostiles,36976336,50000000,R,Western,['English'],['United States'],26949643000000.0
Gifted,36964656,7000000,PG-13,Drama,['English'],['United States'],26949643000000.0
The Adventurers,36801704,0,,Thriller/Suspense,"['English', 'French', 'Mandarin', 'Russian']","['China', 'Czech Republic', 'Hong Kong']",18421688000000.0
Raid Dingue,36360000,0,,Action,['French'],"['Belgium', 'France']",3676527000000.0
Kimi no Suizo wo Tabetai,35840900,0,,Drama,['Japanese'],['Japan'],4230862000000.0
Diary of a Wimpy Kid: The Long Haul,35609577,22000000,PG,Adventure,['English'],['United States'],26949643000000.0
Namiya,35327718,0,,Drama,['Mandarin'],"['China', 'Hong Kong']",18086445000000.0
Destiny: Kamakura Monogatari,35099354,0,,Drama,[],['Japan'],4230862000000.0
Xin Li Zui Zhi Cheng Shi Zhi Guang,35045171,0,G,Thriller/Suspense,['Mandarin'],['China'],17700899000000.0
Kidnap,34836080,21000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Gekijouban Poketto monsutâ: Kimi ni kimeta!,34695344,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Toilet: Ek Prem Katha,34594441,0,,Comedy,['Hindi'],['India'],3732224000000.0
Golmaal Again,33996263,0,,Musical,['Hindi'],['India'],3732224000000.0
Sleepless,33296659,30000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Gangcheolbi,33276122,0,,Action,['Korean'],['South Korea'],1709232000000.0
Tadeo Jones 2: El Secreto del Rey Midas,32987181,0,PG,Adventure,"['English', 'Spanish']",['Spain'],1582054000000.0
Jing Cheng 81 Hao 2,32449600,0,G,Horror,['Mandarin'],['China'],17700899000000.0
Le Sens de la Fête,31604961,0,,Comedy,['French'],['France'],3049016000000.0
Gekijo-ban Sword Art Online: Ordinal Scale,31568925,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
The Son of Bigfoot,31488505,0,PG,Adventure,['English'],"['Belgium', 'France']",3676527000000.0
The House,31192425,40000000,R,Comedy,['English'],['United States'],26949643000000.0
The Bye Bye Man,31187727,7400000,PG-13,Horror,['English'],['United States'],26949643000000.0
Perfectos Desconocidos,31166312,4000000,,Comedy,['Spanish'],['Spain'],1582054000000.0
This Is Not What I Expected,30996614,0,,Comedy,['Mandarin'],['China'],17700899000000.0
Happy Family,30809023,30000000,PG,Adventure,['English'],"['Germany', 'United Kingdom']",7761897000000.0
Posledniy bogatyr,30723013,8500000,,Adventure,['Russian'],['Russia'],1862470000000.0
Contratiempo,30694802,0,,Thriller/Suspense,['Spanish'],['Spain'],1582054000000.0
Ni Shi Ying Jiu,29945246,0,,Action,['Mandarin'],['China'],17700899000000.0
The Swindlers,29721934,0,,Thriller/Suspense,['Korean'],['South Korea'],1709232000000.0
Namhansanseong,29408799,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Alibi.com,29014614,0,,Comedy,['French'],['France'],3049016000000.0
Recep Ivedik 5,28965314,0,,Comedy,['Turkish'],['Turkey'],1154600000000.0
The Disaster Artist,28717667,10000000,R,Comedy,['English'],['United States'],26949643000000.0
The Beguiled,28039038,10000000,R,Western,['English'],['United States'],26949643000000.0
Judwaa 2,26797432,0,,Action,['Hindi'],['India'],3732224000000.0
"Uchiage Hanabi, Shita Kara Miru ka? Yoko Kara Miru ka?",26630702,0,,Drama,['Japanese'],['Japan'],4230862000000.0
The Zookeeper’s Wife,26308749,20000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Detroit,26033563,40000000,R,Drama,['English'],['United States'],26949643000000.0
Love off the Cuff,25976828,0,G,Drama,"['Cantonese', 'Mandarin']",['China'],17700899000000.0
What Happened to Monday?,25956932,0,,Adventure,['English'],"['Belgium', 'France', 'United Kingdom', 'United States']",33958229000000.0
Twenty-Two,25733825,425000,,Documentary,['Mandarin'],"['China', 'South Korea']",19410131000000.0
Jolly LLB 2,25461514,0,,Black Comedy,['Hindi'],['India'],3732224000000.0
Badrinath Ki Dulhania,25423917,0,,Comedy,['Hindi'],['India'],3732224000000.0
Only the Brave,24555177,38000000,PG-13,Drama,['English'],['United States'],26949643000000.0
A Cure for Wellness,24456980,0,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
8-nengoshi no hanayome,24326715,0,,Drama,[],['Japan'],4230862000000.0
Wish Upon,23477345,12000000,PG-13,Horror,['English'],['United States'],26949643000000.0
CHiPS,23190292,25000000,R,Action,['English'],['United States'],26949643000000.0
Extraordinary Mission,22682660,0,G,Action,['Mandarin'],"['China', 'Hong Kong']",18086445000000.0
Épouse-moi mon pote,22367263,6000000,,Comedy,['French'],['France'],3049016000000.0
The Glass Castle,22081049,0,PG-13,Drama,['English'],['United States'],26949643000000.0
Ai Kaen Seupikeu,21998495,0,,Comedy,['Korean'],['South Korea'],1709232000000.0
Mom,21535056,0,,Thriller/Suspense,['Hindi'],['India'],3732224000000.0
The Prison,21522551,0,,Action,['Korean'],['South Korea'],1709232000000.0
Ayla,21107423,0,,Drama,"['English', 'Korean', 'Turkish']",['Turkey'],1154600000000.0
Father Figures,21038441,25000000,R,Comedy,['English'],['United States'],26949643000000.0
22 nenme no Kokuhaku: Watashi ga Satsujinhan desu,21001632,0,,Drama,['Japanese'],['Japan'],4230862000000.0
Tubelight,20560924,0,,Adventure,['Hindi'],['India'],3732224000000.0
Shiwan Ge Lengxiaohua 2,20460352,0,G,Comedy,[],['China'],17700899000000.0
The Death of Stalin,20431564,0,R,Black Comedy,['English'],"['France', 'United Kingdom']",6381075000000.0
Hirugao,20129137,0,,Drama,['Japanese'],['Japan'],4230862000000.0
Dieses bescheuerte Herz,20096261,0,,Comedy,['German'],['Germany'],4429838000000.0
It Comes at Night,19720203,5000000,R,Horror,['English'],['United States'],26949643000000.0
Prityazhenie,19594567,6000000,,Drama,['Russian'],['Russia'],1862470000000.0
The Lost City of Z,19358084,30000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Sekigahara,19356048,0,,Drama,['Japanese'],['Japan'],4230862000000.0
Memoir of a Murderer,19282535,0,,Thriller/Suspense,['Korean'],['South Korea'],1709232000000.0
Before I Fall,18945682,5000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Fu zi xiong bing,18764048,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Jojakdwen doshi,18755496,0,,Adventure,['Korean'],['South Korea'],1709232000000.0
Lipstick Under My Burka,18520527,0,,Drama,['Hindi'],['India'],3732224000000.0
Santa & Cie,18481089,0,,Comedy,['French'],"['Belgium', 'France']",3676527000000.0
Battle of the Sexes,18445379,25000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Listy Do M3,18421612,0,,Comedy,['Polish'],['Poland'],842172000000.0
Yôkai Watch 4,18395457,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Zhui bu,18339343,0,G,Action,"['Cantonese', 'English', 'Japanese']","['China', 'Hong Kong']",18086445000000.0
Big Baker's Unlucky Bear,18330044,0,G,,[],['China'],17700899000000.0
Boangwan,18292558,0,,Comedy,['Korean'],['South Korea'],1709232000000.0
Ao Jiao & Pian Jian,18019652,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
The Case for Christ,17966760,3000000,PG,Drama,['English'],['United States'],26949643000000.0
Shinobi no kuni,17952504,0,,Action,[],['Japan'],4230862000000.0
Backkom Bear: Agent 008,17880000,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
Jue zhan shi shen,17721468,0,G,Drama,"['Cantonese', 'Mandarin']","['China', 'Hong Kong']",18086445000000.0
Jiao Zhu Chuan,17283136,0,,Action,"['English', 'Mandarin']",['China'],17700899000000.0
Fate Stay/night: Heaven’s Feel I. Presage Flower,17236320,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Bullyparade: Der Film,16943484,0,,Comedy,['German'],['Germany'],4429838000000.0
Jaesim,16781837,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Salyut-7,16755928,0,,Action,['Russian'],['Russia'],1862470000000.0
The Space Between Us,16481405,30000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Shi Ba Dong Cun,16444489,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Parkyeol,16118577,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Fukrey Returns,16101765,0,,Comedy,['Hindi'],['India'],3732224000000.0
Qi Shi Qi Tian,15988889,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
Au revoir là-haut,15982156,0,,Drama,['French'],['France'],3049016000000.0
Seer Movie 6: Invincible Puni,15874097,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
Yolki novye,15738222,0,,Comedy,['Russian'],['Russia'],1862470000000.0
Aile Arasında,15665230,0,,Comedy,['Turkish'],['Turkey'],1154600000000.0
Teiichi no kuni,15545390,0,,Drama,[],['Japan'],4230862000000.0
Suburbicon,15521619,25000000,R,Black Comedy,['English'],['United States'],26949643000000.0
Paris Can Wait,15478255,0,PG,Romantic Comedy,['English'],['United States'],26949643000000.0
Loving Pablo,15450490,0,R,Drama,['English'],"['Bulgaria', 'Spain']",1685153000000.0
Woody Woodpecker,15316635,0,PG,Adventure,['English'],['United States'],26949643000000.0
Kureyon Shinchan: Shūrai! Uchūjin Shiriri,15227612,0,,Action,['Japanese'],['Japan'],4230862000000.0
Mix,15224207,0,,Drama,['Japanese'],['Japan'],4230862000000.0
North East: Past Po Ma Zhang Fei,15208575,0,G,Action,"['Cantonese', 'Mandarin']","['China', 'Hong Kong']",18086445000000.0
Partners: The Movie IV,15104791,0,,Thriller/Suspense,[],['Japan'],4230862000000.0
Jue Shi Gao Shou,14897163,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
L'école buissonnière,14880507,0,,Comedy,['French'],['France'],3049016000000.0
